,time,loss,sqr res,norm cond,orthogon cond,bound cond,Rayleigh0,Rayleigh1,Rayleigh2,Rayleigh3,Rayleigh4,Rayleigh5,Rayleigh6,Rayleigh7,Rayleigh8,sqr_res_per_state0,sqr_res_per_state1,sqr_res_per_state2,sqr_res_per_state3,sqr_res_per_state4,sqr_res_per_state5,sqr_res_per_state6,sqr_res_per_state7,sqr_res_per_state8
0,2.0112130641937256,1107.8548583984375,37.700927734375,0.8541063070297241,24.055959701538086,65.8288803100586,4.469663143157959,4.122254848480225,4.487919330596924,4.533004283905029,4.85571813583374,4.572025775909424,4.910607814788818,4.634426593780518,4.646938800811768,4.239977836608887,3.9642081260681152,4.053001403808594,4.298619747161865,4.033479690551758,4.194876670837402,4.338576316833496,4.213954925537109,4.364230155944824
1,2.341931104660034,968.4307861328125,40.2841796875,0.8556960225105286,20.69725799560547,57.550689697265625,4.41956090927124,4.107440948486328,4.5953593254089355,4.563940048217773,5.007131099700928,4.644288539886475,5.062046527862549,4.719499588012695,4.730659008026123,4.621259689331055,4.170843601226807,4.296308517456055,4.6610822677612305,4.296627521514893,4.4487690925598145,4.619384765625,4.455922603607178,4.713985919952393
2,2.7079365253448486,809.5546264648438,43.81175994873047,0.8576981425285339,16.801090240478516,50.49127960205078,4.324095726013184,4.079054832458496,4.7116265296936035,4.5677266120910645,5.1648712158203125,4.686216831207275,5.21734619140625,4.785971164703369,4.813385963439941,4.942215919494629,4.389721393585205,4.753549575805664,5.155083179473877,4.754004001617432,4.778870582580566,5.0105299949646,4.795623302459717,5.232160568237305
3,3.192324638366699,669.2156982421875,46.757659912109375,0.8601689338684082,13.39310359954834,43.02004623413086,4.214879035949707,4.05906867980957,4.91301155090332,4.581993103027344,5.251640796661377,4.737257957458496,5.346758842468262,4.831221103668213,4.917842388153076,5.115468502044678,4.69602632522583,5.105674743652344,5.555403709411621,4.949456214904785,5.21115255355835,5.2268242835998535,5.255728244781494,5.641923904418945
4,3.5405492782592773,564.1494140625,50.129669189453125,0.8631858229637146,10.837492942810059,36.4891357421875,4.106769561767578,4.041356563568115,5.183426856994629,4.602799892425537,5.219840049743652,4.767035961151123,5.401405334472656,4.848371982574463,4.996645450592041,5.163071155548096,4.81950569152832,5.4418840408325195,5.935020923614502,5.352487087249756,5.770380973815918,5.721680641174316,5.832357883453369,6.093278884887695
5,3.890989065170288,497.9962158203125,52.1893196105957,0.8661975264549255,9.28170394897461,30.517566680908203,4.006129741668701,4.034506797790527,5.482127666473389,4.53543758392334,5.132205009460449,4.770600318908691,5.352700233459473,4.832346439361572,5.0088911056518555,5.3000922203063965,4.967137336730957,5.622710227966309,6.198779106140137,5.603691101074219,6.108916759490967,5.959882736206055,6.212642192840576,6.215468883514404
6,4.2249596118927,455.6875915527344,54.63908767700195,0.8687518239021301,8.343766212463379,23.424280166625977,3.9956517219543457,4.011019229888916,5.764011859893799,4.467141151428223,5.0378899574279785,4.716828346252441,5.268142223358154,4.740624904632568,5.003494739532471,5.318851470947266,5.209140300750732,6.011463165283203,6.5047502517700195,5.7535176277160645,6.550507068634033,6.129879951477051,6.6114888191223145,6.549493312835693
7,4.568476676940918,431.23614501953125,57.152950286865234,0.8705431222915649,7.731862545013428,20.73179817199707,4.033400058746338,4.054502010345459,6.0426812171936035,4.468219757080078,4.961802959442139,4.685537338256836,5.222228527069092,4.669276714324951,5.068696975708008,5.386709213256836,5.4726762771606445,6.475818634033203,6.67100191116333,5.997671127319336,6.989764213562012,6.469529628753662,6.870312690734863,6.819468975067139
8,4.915592432022095,417.9299011230469,60.46561050415039,0.8716408014297485,7.3543243408203125,19.296215057373047,4.03789758682251,4.126854419708252,6.238394737243652,4.453623294830322,4.8705573081970215,4.609506130218506,5.1300811767578125,4.54262638092041,5.113924980163574,5.4508209228515625,5.643802642822266,7.377560138702393,6.8717732429504395,6.391414642333984,7.620400428771973,6.843508243560791,7.305727481842041,6.960600852966309
9,5.270006895065308,402.7251892089844,60.85422897338867,0.8721239566802979,7.072361469268799,15.576089859008789,4.043385982513428,4.166507244110107,6.196964740753174,4.399967193603516,4.747608184814453,4.464389324188232,4.968748092651367,4.419057846069336,5.12165641784668,5.440959930419922,5.6585187911987305,7.827572345733643,6.676870822906494,6.4870924949646,7.6381754875183105,7.105489253997803,7.200363636016846,6.819188594818115
