,time,loss,sqr res,norm cond,orthogon cond,bound cond,Rayleigh0,Rayleigh1,Rayleigh2,Rayleigh3,Rayleigh4,Rayleigh5,Rayleigh6,Rayleigh7,Rayleigh8,Rayleigh9,Rayleigh10,Rayleigh11,Rayleigh12,Rayleigh13,Rayleigh14,Rayleigh15,sqr_res_per_state0,sqr_res_per_state1,sqr_res_per_state2,sqr_res_per_state3,sqr_res_per_state4,sqr_res_per_state5,sqr_res_per_state6,sqr_res_per_state7,sqr_res_per_state8,sqr_res_per_state9,sqr_res_per_state10,sqr_res_per_state11,sqr_res_per_state12,sqr_res_per_state13,sqr_res_per_state14,sqr_res_per_state15
0,7.57470965385437,3176.736572265625,73.86966705322266,1.3565195798873901,74.00017547607422,69.88098907470703,4.32823371887207,4.328376770019531,4.32617712020874,4.738209247589111,4.354279041290283,4.354703426361084,4.375699996948242,4.191573143005371,5.286509990692139,4.2841267585754395,4.204675674438477,4.685205936431885,4.578234672546387,4.591619968414307,4.5382537841796875,4.456374645233154,4.180716514587402,4.3265862464904785,4.363997459411621,5.162651062011719,4.136297702789307,5.23899507522583,4.445977210998535,4.813126564025879,5.570688724517822,4.498115539550781,3.996767520904541,5.2764153480529785,4.449812889099121,4.499817371368408,4.510230541229248,4.39946985244751
