,time,loss,sqr res,norm cond,orthogon cond,bound cond,Rayleigh0,Rayleigh1,Rayleigh2,Rayleigh3,Rayleigh4,Rayleigh5,Rayleigh6,Rayleigh7,Rayleigh8,sqr_res_per_state0,sqr_res_per_state1,sqr_res_per_state2,sqr_res_per_state3,sqr_res_per_state4,sqr_res_per_state5,sqr_res_per_state6,sqr_res_per_state7,sqr_res_per_state8
0,1.674997091293335,860.8104858398438,50.077205657958984,0.7389593124389648,18.92516326904297,8.911710739135742,4.591744899749756,4.627143859863281,5.677634239196777,4.583000659942627,4.605374813079834,4.760039329528809,5.608404159545898,4.7807936668396,4.841971397399902,5.586068630218506,5.640858173370361,5.688713550567627,5.559227466583252,5.5594000816345215,5.42256498336792,5.659523010253906,5.557361125946045,5.403486728668213
1,2.0523412227630615,817.9035034179688,53.493507385253906,0.7369692325592041,17.73583221435547,8.433891296386719,4.856045722961426,5.865325927734375,4.976738452911377,4.95554780960083,5.649393081665039,4.839249134063721,4.943885326385498,4.858365535736084,4.861251354217529,6.165434837341309,5.765181064605713,5.928555965423584,6.254439353942871,6.187822341918945,5.776555061340332,5.773494720458984,5.903955936431885,5.738061904907227
2,2.435884952545166,882.5667114257812,57.98912811279297,0.7374004125595093,19.115413665771484,10.738880157470703,5.493566513061523,5.889321327209473,5.110812187194824,5.810577869415283,5.968935489654541,5.039589881896973,5.072720527648926,5.043798446655273,5.055361270904541,6.737473011016846,6.388001441955566,6.445067405700684,6.566362380981445,6.367918014526367,6.368523597717285,6.341517925262451,6.427245140075684,6.347021102905273
3,2.8370141983032227,847.82470703125,61.70791244506836,0.7379615902900696,18.125484466552734,10.370746612548828,5.544873237609863,6.135439872741699,5.300267696380615,5.756404876708984,6.147665500640869,5.265782833099365,5.273156642913818,5.276065349578857,5.289054870605469,7.209863662719727,6.685934543609619,6.827692031860352,7.129401683807373,6.737820148468018,6.781039714813232,6.718166828155518,6.859274864196777,6.758715629577637
4,3.198521137237549,780.9298095703125,65.51062774658203,0.7384134531021118,16.381189346313477,8.513177871704102,5.42561674118042,6.021408557891846,5.5404486656188965,5.548483371734619,6.045470714569092,5.574123859405518,5.55362606048584,5.585292339324951,5.625542640686035,7.486183166503906,7.366105079650879,7.166335582733154,7.527500152587891,7.405817985534668,7.149371147155762,7.0621232986450195,7.218659400939941,7.1285295486450195
5,3.5852596759796143,748.9135131835938,69.37591552734375,0.7387277483940125,15.511038780212402,6.698685169219971,5.327282428741455,5.70574426651001,5.787111759185791,5.387150764465332,5.744223117828369,5.911538124084473,5.86968469619751,5.921576976776123,6.004368782043457,7.616867542266846,7.86954402923584,7.669281482696533,7.681416988372803,7.914844989776611,7.692305564880371,7.613068580627441,7.657838344573975,7.6607441902160645
6,3.9710493087768555,728.2109985351562,72.66223907470703,0.7389896512031555,14.93327808380127,5.136260509490967,5.255403518676758,5.468320369720459,5.98017692565918,5.279791831970215,5.510159492492676,6.193722248077393,6.11639404296875,6.2230119705200195,6.315469264984131,7.942327976226807,8.291463851928711,8.062891006469727,7.997260570526123,8.390304565429688,8.062041282653809,7.920908451080322,8.030929565429688,7.964114665985107
7,4.3644044399261475,703.26025390625,75.35623168945312,0.7392570376396179,14.232942581176758,4.660023212432861,5.2210516929626465,5.333992958068848,6.155037879943848,5.22731351852417,5.367005825042725,6.454225540161133,6.35710334777832,6.492995738983154,6.578309059143066,8.211278915405273,8.516447067260742,8.470168113708496,8.254321098327637,8.621676445007324,8.390288352966309,8.299386024475098,8.280670166015625,8.311995506286621
8,4.750220775604248,669.4940795898438,79.94937896728516,0.7395794987678528,13.249927520751953,4.85223388671875,5.223482608795166,5.27878999710083,6.253829479217529,5.219862461090088,5.30349063873291,6.67047119140625,6.547787189483643,6.683002471923828,6.775084972381592,8.703475952148438,8.893038749694824,8.906560897827148,8.714051246643066,8.963693618774414,8.968198776245117,8.925220489501953,8.788589477539062,9.086541175842285
9,5.140592336654663,623.5244750976562,82.66930389404297,0.7399913668632507,12.017192840576172,5.081166744232178,5.233678340911865,5.257326126098633,6.30385160446167,5.225246906280518,5.2777228355407715,6.77719783782959,6.632028579711914,6.8125176429748535,6.826714992523193,8.920948028564453,9.04879093170166,9.300429344177246,8.91751766204834,9.112967491149902,9.310784339904785,9.080015182495117,9.386284828186035,9.591567039489746
10,5.529661655426025,579.2060546875,85.90655517578125,0.7404702305793762,10.793960571289062,5.825695037841797,5.260031223297119,5.273765563964844,6.391537666320801,5.2524003982543945,5.290966510772705,6.932299613952637,6.77411413192749,6.884830474853516,6.914981365203857,9.15212345123291,9.244690895080566,9.7058744430542,9.142423629760742,9.308786392211914,9.819499969482422,9.528042793273926,9.811615943908691,10.193502426147461
11,5.916067838668823,541.60546875,88.61869049072266,0.7409878373146057,9.763935089111328,6.163884162902832,5.289552688598633,5.295439720153809,6.519549369812012,5.282170295715332,5.308809280395508,7.07503604888916,6.9016618728637695,6.876974105834961,6.975273132324219,9.436460494995117,9.45444107055664,9.970685958862305,9.408086776733398,9.502689361572266,10.267629623413086,9.673226356506348,10.416667938232422,10.488809585571289
12,6.294734477996826,514.4249267578125,90.96942138671875,0.7415117621421814,9.013687133789062,6.024470329284668,5.324319839477539,5.339638710021973,6.756767272949219,5.319819927215576,5.355206489562988,7.169863224029541,6.961853504180908,6.891531467437744,7.0229997634887695,9.64026927947998,9.706830024719238,10.468584060668945,9.63107967376709,9.749155044555664,10.67711067199707,9.72602653503418,10.843818664550781,10.5265531539917
13,6.696413516998291,501.0053405761719,93.79479217529297,0.7421000003814697,8.586546897888184,6.308719635009766,5.358175754547119,5.375650882720947,7.003676414489746,5.3543243408203125,5.389571189880371,7.173823356628418,6.988592624664307,6.938398361206055,7.115631103515625,9.866888046264648,9.902389526367188,11.152484893798828,9.862103462219238,9.903775215148926,11.150557518005371,9.941767692565918,11.326021194458008,10.688802719116211
14,7.0965189933776855,517.2877197265625,99.08354949951172,0.7429186701774597,8.843832015991211,6.094984531402588,5.415794372558594,5.4420623779296875,7.235705852508545,5.411062717437744,5.464812278747559,7.318276882171631,7.032841682434082,7.0353193283081055,7.257091999053955,10.311834335327148,10.367748260498047,11.65157413482666,10.284286499023438,10.42939567565918,11.873554229736328,10.584647178649902,11.992304801940918,11.588204383850098
15,7.530647039413452,555.0567626953125,102.4827880859375,0.7431901693344116,9.698715209960938,5.8308539390563965,5.485794544219971,5.5199103355407715,7.3730950355529785,5.478501796722412,5.552518844604492,7.008688926696777,7.158622741699219,7.309042930603027,7.165164470672607,10.751806259155273,10.812219619750977,12.06263256072998,10.723783493041992,10.864814758300781,11.91328239440918,10.997279167175293,12.227898597717285,12.129070281982422
16,7.902808666229248,548.714111328125,108.17202758789062,0.7437896132469177,9.38039779663086,5.394947052001953,5.516236305236816,5.5746307373046875,7.531046390533447,5.515502452850342,5.607122898101807,7.4109673500061035,7.1753153800964355,7.394752025604248,7.46187162399292,11.122783660888672,11.150370597839355,13.068474769592285,11.078754425048828,11.219429969787598,12.664299011230469,11.508186340332031,13.199448585510254,13.160284042358398
17,8.289406776428223,556.55078125,112.06303405761719,0.7439662218093872,9.476048469543457,4.992387771606445,5.569309711456299,5.646180629730225,7.573627471923828,5.575444221496582,5.674431800842285,7.419111728668213,7.195181846618652,7.496936798095703,7.559225559234619,11.43879222869873,11.459216117858887,13.967392921447754,11.402917861938477,11.510382652282715,12.860791206359863,11.79418659210205,13.934235572814941,13.695111274719238
18,8.695000410079956,547.0040893554688,115.53317260742188,0.7437272071838379,9.119853019714355,5.18983793258667,5.633220195770264,5.728625774383545,7.75130558013916,5.6432342529296875,5.761003017425537,7.511361598968506,7.373455047607422,7.724685192108154,7.616333484649658,11.7542142868042,11.699369430541992,14.497069358825684,11.682104110717773,11.79450511932373,13.223342895507812,12.082539558410645,14.475153923034668,14.324871063232422
19,9.162315845489502,553.0427856445312,122.49198150634766,0.7434150576591492,9.072476387023926,5.4114885330200195,5.687992572784424,5.802308559417725,7.92603874206543,5.703071594238281,5.8355536460876465,7.512628555297852,7.450521945953369,7.9034624099731445,7.675257205963135,12.320356369018555,12.277786254882812,15.6732759475708,12.255708694458008,12.36365032196045,14.2025728225708,12.68682861328125,15.680150032043457,15.031644821166992
20,9.588867902755737,547.8513793945312,126.84249114990234,0.7432411313056946,8.811710357666016,5.609821319580078,5.729979038238525,5.863740921020508,8.036596298217773,5.751285552978516,5.895411491394043,7.588416576385498,7.532522678375244,8.008870124816895,7.78060245513916,12.737188339233398,12.787922859191895,16.49018096923828,12.709962844848633,12.858848571777344,14.2666654586792,13.257536888122559,16.516172409057617,15.218012809753418
21,10.048510551452637,540.1550903320312,129.8274688720703,0.7431946992874146,8.52202033996582,5.865354537963867,5.767519950866699,5.904004096984863,8.107294082641602,5.784573078155518,5.945025444030762,7.755809307098389,7.5951433181762695,8.058099746704102,7.920785427093506,13.030434608459473,12.961725234985352,16.85817527770996,12.93427562713623,13.108392715454102,14.718451499938965,14.096834182739258,16.640338897705078,15.478829383850098
22,10.554094314575195,537.1470336914062,134.5792999267578,0.7431486248970032,8.316913604736328,5.7338151931762695,5.8133015632629395,5.950726509094238,8.190446853637695,5.824316024780273,6.003820896148682,7.870081424713135,7.632264137268066,8.139204025268555,7.990080833435059,13.539597511291504,13.477680206298828,17.521156311035156,13.393366813659668,13.713896751403809,15.060776710510254,14.908087730407715,17.171743392944336,15.792984962463379
23,10.987953186035156,531.8360595703125,139.53990173339844,0.7430054545402527,8.049233436584473,5.360965728759766,5.881034851074219,6.015639305114746,8.317964553833008,5.88292121887207,6.090169906616211,7.979785919189453,7.757272243499756,8.230718612670898,8.067359924316406,14.03589916229248,13.938549995422363,17.969655990600586,13.832430839538574,14.274321556091309,16.162761688232422,14.915555000305176,17.663419723510742,16.747295379638672
24,11.374075889587402,530.93310546875,141.98544311523438,0.7428178787231445,7.966592311859131,4.940773010253906,5.933027744293213,6.065037250518799,8.369649887084961,5.930115222930908,6.154055595397949,8.011101722717285,7.854793071746826,8.268771171569824,8.01386833190918,14.357995986938477,14.33462905883789,17.91856575012207,14.173432350158691,14.686570167541504,17.048789978027344,15.164315223693848,17.719942092895508,16.581209182739258
