,time,loss,sqr res,norm cond,orthogon cond,bound cond,Rayleigh0,Rayleigh1,Rayleigh2,Rayleigh3,Rayleigh4,sqr_res_per_state0,sqr_res_per_state1,sqr_res_per_state2,sqr_res_per_state3,sqr_res_per_state4
0,1.7161872386932373,984.3713440814856,72.47441883111631,0.44899438458568963,5.597693461939771,5.969070052210652,5.907836474012764,6.170937705808036,5.5165876207786955,6.708157292546396,4.997833762789434,15.174265198008031,13.760298449562102,14.8143692025888,15.74190503657043,12.983580944386947
1,2.140826940536499,904.3283010871726,62.452035138088576,0.44938245475250765,6.124226087974122,6.548154649441171,5.5950695033945985,5.917990975455916,5.157854043396905,6.369663856317955,4.800790704562769,13.470592168496346,12.485931863682596,12.236664431023321,12.681623367810543,11.577223307075768
2,2.5717263221740723,764.2340903447914,46.96716162698796,0.4508797308811684,6.526129122358331,5.915353778552166,5.371935746002617,5.801286339636859,5.047018549801851,6.1466419264173275,4.784193109286585,9.543521896182817,9.438626491516802,8.83329136391979,9.80580249494313,9.34591938042542
3,2.9690141677856445,762.4644965223031,46.55180642664739,0.4533151344296496,6.64944645749432,3.7682684213469972,5.294708325916232,5.704051031827582,4.933517696107574,6.066206632745519,4.7485067136828425,9.416440488662897,9.58374977592074,8.595994136341645,9.895551342577885,9.060070683144222
4,3.369436025619507,699.4654413719438,39.89875770546944,0.4558769207353319,6.743224712282299,4.109012269984844,5.176346222315231,5.563676556515917,4.846314319929622,5.963351392165145,4.634298144311374,8.062503155142645,7.330628190108871,7.97566125620801,8.319715910871446,8.210249193138475
5,3.7600581645965576,664.2860793233998,36.69043371108459,0.4584372258591582,6.7210458109923055,2.5160394633953445,5.055903291478763,5.451086976015906,4.721925333729064,5.797176850507534,4.539340631876005,7.5564995877007135,6.910553341654691,7.007086439873824,8.034161582228238,7.1821327596271205
6,4.157978773117065,648.6503843101277,35.515408818424426,0.46093512056347835,6.629843513799759,2.94074047432491,4.869871765290257,5.364935209130867,4.570518506643486,5.6610831096847445,4.434471388255312,7.18956669775227,6.540363210692474,7.0401015755710565,7.523043214274179,7.2223341201344455
7,4.568996429443359,624.8145727735559,33.55367279808715,0.46338852771837974,6.5411715367431205,2.1731127856428776,4.891730072964075,5.367651778849021,4.586400930760183,5.665475866297819,4.483223360727265,6.677177271422213,6.078098846780421,6.920221434716459,7.127125578914122,6.751049666253934
8,4.9662766456604,616.9475868209423,33.545281507173,0.46570280231897976,6.345479742174296,2.1379694059189926,4.879463450613054,5.4126925933935865,4.608754531803917,5.6878042515007,4.483195026691257,6.64142293074455,6.395875565989684,6.7469257534457245,7.092922937589007,6.668134319404034
9,5.364989995956421,613.8003652671059,34.262184058208845,0.4680103802948589,6.105861562611829,1.5113434086154771,4.863612347973977,5.390229010866563,4.566375432379409,5.680673111268017,4.4638184891460515,6.4427077530596035,6.563518164112719,6.987726476800283,7.339704022662694,6.9285276415735435
10,5.777435064315796,604.2732475997407,34.31485417574394,0.470276117868912,5.854045065389056,1.47281974186604,4.866248830224939,5.3676256023055045,4.604217419431244,5.700350745852308,4.481364769190177,6.860288992924053,6.279087442318318,6.837073491153064,7.610874849857943,6.727529399490562
11,6.174028158187866,597.1502923177801,34.87414099224105,0.4725789298370866,5.543060670419555,1.2519486229707708,4.867993164773307,5.344853696072376,4.607985693051801,5.645791021849175,4.495304450032817,6.958511296176466,6.418367380784947,7.0188441755118545,7.557864711009679,6.920553428758111
12,6.575098037719727,580.2707546617439,34.40016693114221,0.4749065431710972,5.246669381897608,0.9663601986882236,4.8458416099802735,5.352737211204998,4.604450432936343,5.668942267759966,4.4890718106765615,6.725571408918744,6.291683860505081,6.812975296948614,7.61262834707627,6.9573080176935
13,6.973938941955566,567.63572533161,34.470727157777304,0.4771934170090877,4.921391877559922,0.9029463879669389,4.770549151778895,5.281912264281129,4.6106493757799525,5.558707053240104,4.470821001383934,6.723221422161291,6.282485271646969,6.649589301571746,7.974181616959097,6.841249545438201
14,7.370806694030762,561.2314924567836,35.28436600328526,0.47949685366653305,4.56047430566118,0.8936016440219643,4.799352626481641,5.2682454325688814,4.611042320138022,5.430868821825094,4.486252498781755,6.596427153414313,6.678497518753435,6.549315167893967,8.706318488950387,6.753807674273153
15,7.784592628479004,551.4111046027629,35.73379380414852,0.48179541688014615,4.210346090597185,0.6969101921390247,4.764402174853722,5.3223077904395435,4.519666280127062,5.471638639675807,4.4026024432749225,6.7774524215572685,6.618690653346631,6.890249971390405,8.424112938049063,7.0232878198051445
16,8.197930574417114,533.26310438255,35.191547948197254,0.48410618515198445,3.89695398149719,0.7159838042410693,4.727561882936966,5.27973974959899,4.538428800912704,5.340157948081254,4.383487269766929,6.627266414589838,6.34144783704648,6.898882713949641,8.336696531775747,6.98725445083555
17,8.598834753036499,527.4520750762588,35.84796137569945,0.4864433801128836,3.5961180526769554,0.5356124910930249,4.676752963298217,5.252798231410229,4.518472007534467,5.272660724524987,4.384999414212285,6.805378868120977,6.647094952260251,6.88942625193188,8.514793445818729,6.991267857567609
18,8.998085498809814,522.4516677130752,36.52661023503591,0.4887854189277452,3.3009119239988793,0.6367844286436417,4.686515394212051,5.251712244075737,4.523350019308433,5.179251265579914,4.382689632013318,6.7877745015218,6.981942122917316,6.706891352622411,8.969382454199033,7.080619803775346
19,9.409929037094116,504.15234689410903,35.81526243876696,0.4911360141645932,3.029889581945366,0.4533774155922234,4.70857108879981,5.225569205385808,4.509894344627313,5.10359774283717,4.31199341721792,6.613169170648601,7.098642687785357,6.447071466091263,8.765567735773276,6.890811378468463
20,9.816420316696167,494.70714760198416,35.873571223978004,0.4934655570220179,2.7854568256045162,0.3998749995250941,4.681376670019423,5.239184330943978,4.462337458944361,5.018918542464045,4.258004779104604,6.453564791033358,7.0933494835928945,6.688467562843816,8.858609874705587,6.779579511802344
21,10.205675601959229,485.31510226644684,35.66821241486357,0.4958349937456371,2.60080980313687,0.40540762503225874,4.700248394773641,5.279263810381097,4.478737039729025,4.987852109523918,4.253242019150754,6.541645233884947,7.025074290478101,6.458784525551524,9.16371960919415,6.478988755754847
