,time,loss,sqr res,norm cond,orthogon cond,bound cond,Rayleigh0,Rayleigh1,Rayleigh2,Rayleigh3,Rayleigh4,Rayleigh5,Rayleigh6,Rayleigh7,Rayleigh8,Rayleigh9,sqr_res_per_state0,sqr_res_per_state1,sqr_res_per_state2,sqr_res_per_state3,sqr_res_per_state4,sqr_res_per_state5,sqr_res_per_state6,sqr_res_per_state7,sqr_res_per_state8,sqr_res_per_state9
0,2.36167311668396,1972.1737060546875,100.5845718383789,1.4184112548828125,21.578420639038086,0.1870092749595642,8.327376365661621,8.143708229064941,8.50976276397705,8.891650199890137,8.466288566589355,8.220419883728027,7.9194464683532715,8.860041618347168,7.678298473358154,7.895654678344727,9.630658149719238,10.464411735534668,10.297547340393066,11.312274932861328,10.276248931884766,9.86544132232666,9.794037818908691,10.279022216796875,8.99096393585205,9.673967361450195
