,time,loss,sqr res,norm cond,orthogon cond,bound cond,Rayleigh0,Rayleigh1,Rayleigh2,Rayleigh3,Rayleigh4,Rayleigh5,Rayleigh6,Rayleigh7,Rayleigh8,Rayleigh9,sqr_res_per_state0,sqr_res_per_state1,sqr_res_per_state2,sqr_res_per_state3,sqr_res_per_state4,sqr_res_per_state5,sqr_res_per_state6,sqr_res_per_state7,sqr_res_per_state8,sqr_res_per_state9
0,8.988133668899536,786.5965232693726,56.506190119965495,0.558446314757673,16.88856855912611,7.835475424884277,4.693574214872251,4.758593858445239,4.429591607847506,5.524962869597716,4.187466907758676,4.486942098510071,4.568601489282842,3.746362761173997,4.357813109094809,5.3997601281376335,5.450799003655663,5.220666788224382,5.636926505392491,5.334339962023101,6.004511692209242,6.486818532108231,5.359965973467343,5.441565920364494,5.6465058219923545,5.924089920528194
