,time,loss,sqr res,norm cond,orthogon cond,bound cond,Rayleigh0,Rayleigh1,Rayleigh2,sqr_res_per_state0,sqr_res_per_state1,sqr_res_per_state2
0,2.178293228149414,76.93958993919567,7.132580840328384,0.23511814246090273,1.7334131262095591,0.3357798271885346,-0.028233948644437075,-0.11414950962657891,0.04196953910649978,2.310803166073555,2.327330531764303,2.4944471424905257
1,2.980454444885254,62.4918109098184,6.966857679665178,0.23333728478354943,1.3890262789032646,0.2199355488600012,-0.20450649011704322,-0.19699514451782618,-0.08786912498603627,2.426611614789379,2.683048382264844,1.857197682610955
2,3.7715494632720947,50.040383384933484,7.588034213094785,0.23318076479199334,1.0715482182488236,0.24203851256963393,-0.3860138110758139,-0.36130233327947964,-0.1374826911205789,2.8986992695590548,2.5375145767953415,2.1518203667403877
3,4.57000470161438,37.04697028164029,6.358022353376992,0.23374952586056663,0.7719595933181536,0.23304874025058975,-0.3799987801571437,-0.246356992388436,-0.029878298028418047,2.272816008459282,2.2267784725319073,1.858427872385802
4,5.356304407119751,28.043469088894433,5.219206591543415,0.2351467159117246,0.5754591577651209,0.1935300002630092,-0.3711555009969246,-0.15185949071149166,-0.0997655377201377,1.674019170869556,1.879038405811964,1.666149014861895
5,6.143808603286743,25.900467257436134,5.920985002535469,0.2367878992979341,0.5096775692769516,0.1829715422679845,-0.5191607701225522,-0.12324159629653278,-0.18497759132423494,1.9411943880322478,1.9417823637076994,2.0380082507955213
6,6.941086769104004,21.348574527604736,5.35939314171251,0.23851003241541308,0.40829954871581065,0.16027131424440713,-0.48775291135405996,-0.033667560631438095,-0.22016143741452054,1.825063336132183,1.8643617540498052,1.669968051530522
7,7.72786808013916,16.99390461332326,5.391618573094894,0.24019093297756833,0.30078275854008024,0.15814971613043877,-0.49806405641961704,-0.0948569770671431,-0.23444391699609093,1.6663382503335908,2.0828056062530957,1.642474716508207
8,8.534492254257202,14.127195727564793,6.261912335305026,0.24154813025490854,0.21045137912272466,0.17527673467932553,-0.48165300740725236,-0.1483136906880547,-0.33962993948814696,1.47289715021554,2.5898953241263163,2.1991198609631697
9,9.32162356376648,10.23245512322653,5.495999859491025,0.24251175590833796,0.13419301233356346,0.15140095655726682,-0.6136395788488999,-0.040100333353150955,-0.3714380298705887,1.2499715499949664,2.0050821164370123,2.2409461930590466
10,10.139849185943604,8.67088344823604,5.293988110259678,0.24334249570149288,0.10263874251420121,0.10965171939712812,-0.6092285960555783,-0.10969578910944881,-0.36272419252528004,1.4493868281273905,2.2054968594124347,1.6391044227198532
11,10.92223834991455,9.303145785068583,8.063349915585698,0.24412248723309932,0.050167698804798724,0.1381455617930481,-0.6835639882289555,-0.07649008632197911,-0.389126057184277,1.8801542966445985,4.204480791868457,1.9787148270726418
12,11.725143432617188,6.699817553369954,6.352224860435616,0.24459921218226532,0.03274755827910545,0.14956301093821556,-0.6863820515215753,-0.31855343216756105,-0.35153637766122403,1.2823143852112031,3.0177676128417867,2.052142862382626
13,12.510615348815918,6.447916458090942,6.750881970445764,0.24475278488772978,0.01740188346984465,0.10931361202825864,-0.5236059233069729,-0.397690743645273,-0.4318105811123503,1.3969248887656287,2.869905568235039,2.484051513445096
14,13.305998802185059,5.723962561414034,6.260854576735998,0.24465574500019835,0.0176911111942857,0.09120919871979671,-0.5225319499346732,-0.36897141301029507,-0.6888980438684194,1.256473820838798,2.0009608446796823,3.0034199112175175
15,14.111180305480957,5.539068632277548,5.968278745046966,0.24424147029722237,0.01804511744767772,0.15747400657272848,-0.4878950640973017,-0.33832847440737707,-0.7265067490417987,1.1126866851808246,1.9322768344546828,2.9233152254114594
16,14.91002607345581,5.599888508852188,6.053789448815653,0.24356091271586605,0.023836276613098416,0.12031110288717756,-0.7064730387857466,-0.3577876041831868,-0.7069633771215124,1.1088723732313002,2.110879104481186,2.8340379711031676
17,15.695051670074463,3.8171381294791864,4.260088695545934,0.24269923891411405,0.02091060407912841,0.09772810817433703,-0.6529726764558799,-0.2866606859199502,-0.6801687139445054,0.7421573134514869,1.6490907837300985,1.8688405983643486
18,16.494389533996582,3.1836681529383926,3.2191391527814703,0.24168230381513298,0.03007009500965492,0.08668023643050332,-0.7124422104326944,-0.3393477175519723,-0.5148474124902441,0.7358674612970388,1.3381706553650763,1.1451010361193548
19,17.291025400161743,4.168226411978249,3.965775606867694,0.2404720346935602,0.03978774146975362,0.0831453999737763,-0.6951192573902556,-0.4674347533946544,-0.5501222775620171,1.0333088676209832,1.7870747398807982,1.1453919993659127
20,18.079312324523926,4.299395181880148,3.6413509729111126,0.23905058109715638,0.04846252346200432,0.11316625677742417,-0.7145807451924349,-0.44008158516173995,-0.4780112370315432,1.2189559534552894,1.3288204390776954,1.0935745803781283
21,18.883756637573242,4.656036374300149,4.145675319686766,0.23756741541144044,0.04538633716128031,0.07632869191764517,-0.6804709632845287,-0.4195177333851602,-0.5189998424972252,1.2775617838150128,1.446408846148214,1.4217046897235386
