,time,loss,sqr res,norm cond,orthogon cond,bound cond,Rayleigh0,Rayleigh1,Rayleigh2,Rayleigh3,Rayleigh4,Rayleigh5,Rayleigh6,Rayleigh7,Rayleigh8,Rayleigh9,Rayleigh10,Rayleigh11,Rayleigh12,Rayleigh13,Rayleigh14,Rayleigh15,Rayleigh16,Rayleigh17,Rayleigh18,Rayleigh19,sqr_res_per_state0,sqr_res_per_state1,sqr_res_per_state2,sqr_res_per_state3,sqr_res_per_state4,sqr_res_per_state5,sqr_res_per_state6,sqr_res_per_state7,sqr_res_per_state8,sqr_res_per_state9,sqr_res_per_state10,sqr_res_per_state11,sqr_res_per_state12,sqr_res_per_state13,sqr_res_per_state14,sqr_res_per_state15,sqr_res_per_state16,sqr_res_per_state17,sqr_res_per_state18,sqr_res_per_state19
0,1.481877088546753,7512.75341796875,122.05896759033203,2.110555648803711,139.38648986816406,6.094203948974609,5.18514347076416,5.146211624145508,5.175908088684082,5.655241966247559,5.597308158874512,5.340075492858887,5.233647346496582,5.007798671722412,5.308829307556152,5.413649082183838,4.684823036193848,5.356389045715332,5.259779453277588,5.173571586608887,4.840536117553711,5.51959753036499,4.836424827575684,5.4935832023620605,5.3792805671691895,5.2947564125061035,6.105506420135498,5.900933742523193,6.201480388641357,6.3824920654296875,6.3875041007995605,6.207610607147217,6.233744144439697,5.6070051193237305,6.339227676391602,6.3557586669921875,5.066567897796631,5.953300476074219,6.370138645172119,7.048524379730225,6.0911030769348145,7.103808403015137,5.339906692504883,5.833149433135986,5.926713943481445,5.604488849639893
