,time,loss,sqr res,norm cond,orthogon cond,bound cond,Rayleigh0,Rayleigh1,Rayleigh2,Rayleigh3,Rayleigh4,Rayleigh5,Rayleigh6,Rayleigh7,Rayleigh8,Rayleigh9,Rayleigh10,Rayleigh11,Rayleigh12,Rayleigh13,Rayleigh14,Rayleigh15,sqr_res_per_state0,sqr_res_per_state1,sqr_res_per_state2,sqr_res_per_state3,sqr_res_per_state4,sqr_res_per_state5,sqr_res_per_state6,sqr_res_per_state7,sqr_res_per_state8,sqr_res_per_state9,sqr_res_per_state10,sqr_res_per_state11,sqr_res_per_state12,sqr_res_per_state13,sqr_res_per_state14,sqr_res_per_state15
0,16.58554720878601,6329.01025390625,80.71372985839844,1.0667073726654053,97.9266357421875,15.369792938232422,4.1801066398620605,4.160863399505615,4.073353290557861,4.049252033233643,4.402014255523682,4.051549911499023,4.4766130447387695,4.298631191253662,3.744920253753662,3.753708839416504,4.268579959869385,4.190634250640869,3.9079983234405518,4.030249118804932,4.404029369354248,4.485189437866211,5.194063186645508,6.0330376625061035,4.861510276794434,4.776048183441162,5.53373384475708,4.360840797424316,5.621805667877197,4.951483726501465,4.415745258331299,4.614328384399414,4.812768936157227,4.9023919105529785,4.949941635131836,4.735307693481445,5.449463844299316,5.501261234283447
